tier,qa_count,contract_name,company,filing_no,cum_qa_pct
Tier4 可缓,1,TaiPing太平财产保险有限公司个人人身意外伤害保险（互联网专属2022版）,太平,,0.9075
Tier4 可缓,1,中华联合财产保险股份有限公司财产一切险附加自动恢复保险金额保险（B款）2022-11-29条款,其他,2022-11-29,0.9085
Tier4 可缓,1,安联安享稳盈终身寿险条款,安联,,0.9094
Tier4 可缓,1,TaiPing太平财产保险有限公司少儿医疗费用保险（互联网专属）,太平,,0.9104
Tier4 可缓,1,中美联泰大都会人寿保险有限公司都会臻传（优享版）终身寿险（分红型）-产品条款,中美联泰,,0.9113
Tier4 可缓,1,中美联泰大都会人寿保险有限公司都会至臻（优享版）终身寿险（分红型）-产品说明书,中美联泰,,0.9123
Tier4 可缓,1,中美联泰大都会人寿保险有限公司自驾车（C款）意外伤害保险-产品条款,中美联泰,,0.9132
Tier4 可缓,1,《泰康幸福延年年金保险（分红型）》产品条款,泰康,,0.9142
Tier4 可缓,1,《泰康团体意外伤害保险》泰康养发[2022]102号产品条款,泰康,[2022]102号,0.9151
Tier4 可缓,1,《泰康境外旅行救援B款医疗保险》产品条款,泰康,,0.916
Tier4 可缓,1,《泰康汇享有约养老年金保险（分红型）》产品条款,泰康,,0.917
Tier4 可缓,1,《泰康学生平安意外伤害保险》泰康养发[2022]106号产品条款,泰康,[2022]106号,0.9179
Tier4 可缓,1,《泰康建筑工程人员团体意外伤害保险》泰康养发[2022]194号产品条款,泰康,[2022]194号,0.9189
Tier4 可缓,1,中华联合财产保险股份有限公司财产一切险附加简易建筑以及露天简易建筑内存放财产保险2023-04-10条款,其他,2023-04-10,0.9198
Tier4 可缓,1,中美联泰大都会人寿保险有限公司都会医好医疗保险-产品条款,中美联泰,,0.9208
Tier4 可缓,1,中美联泰大都会人寿保险有限公司自驾车（B款）意外伤害保险（互联网专属）-产品条款,中美联泰,,0.9217
Tier4 可缓,1,TaiPing太平财产保险有限公司个人医疗保险（互联网专属）条款,太平,,0.9226
Tier4 可缓,1,中华联合财产保险股份有限公司工程机械设备保险（2015版）附加操作人员责任扩展条款（B款）2024-01-09条款,其他,2024-01-09,0.9236
Tier4 可缓,1,《泰康新生活境内旅行救援医疗保险》产品条款,泰康,,0.9245
Tier4 可缓,1,中华联合财产保险股份有限公司山东省治安综合保险（2021版）附加管道破裂及水渍保险条款2022-08-03条款,其他,2022-08-03,0.9255
Tier4 可缓,1,《泰康意外烧伤医疗保险》产品条款,泰康,,0.9264
Tier4 可缓,1,公路货物运输定额保险条款2020-01-18条款,其他,2020-01-18,0.9274
Tier4 可缓,1,安联盛世臻传（II）终身寿险（分红型）条款,安联,,0.9283
Tier4 可缓,1,onsale 6-1,其他,,0.9292
Tier4 可缓,1,TaiPing借款人意外伤害保险（互联网专属）条款,TaiPing,,0.9302
Tier4 可缓,1,PICC人保寿险中老年意外伤害保险_产品条款,PICC,,0.9311
Tier4 可缓,1,安联附加团体（2018）住院补贴医疗保险条款,安联,,0.9321
Tier4 可缓,1,PICC人保寿险一带一路团体定期寿险_产品条款,PICC,,0.933
Tier4 可缓,1,安联附加安康和美团体医疗保险条款,安联,,0.934
Tier4 可缓,1,TaiPing太平财产保险有限公司交通出行意外伤害保险（互联网专属）条款,太平,,0.9349
Tier4 可缓,1,PICC人保寿险农村小额意外伤害保险（B款）_产品条款,PICC,,0.9358
Tier4 可缓,1,TaiPing乐悠悠旅行人身意外伤害保险（互联网专属2021-A款）,TaiPing,,0.9368
Tier4 可缓,1,中华联合财产保险股份有限公司财产一切险附加公共当局扩展保险（B款）2023-04-10条款,其他,2023-04-10,0.9377
Tier4 可缓,1,专利申请费用补偿保险条款2020-01-19条款,其他,2020-01-19,0.9387
Tier4 可缓,1,中华财险工程机械设备保险（2015版）附加涉水发动机损坏保险2022-09-29条款,中华财险,2022-09-29,0.9396
Tier4 可缓,1,TaiPing公共交通工具乘客意外伤害保险（互联网专属2022版）,TaiPing,,0.9406
Tier4 可缓,1,TaiPing太平财产保险有限公司个人住院医疗保险（互联网专属2023版）,太平,,0.9415
Tier4 可缓,1,中美联泰大都会人寿保险有限公司附加团体住院津贴医疗保险（B款）-产品条款,中美联泰,,0.9425
Tier4 可缓,1,中华联合财产保险股份有限公司宁波市城镇住房保险（团体客户适用）2023-12-25条款,其他,2023-12-25,0.9434
Tier4 可缓,1,安联附加安康和硕团体女性生育医疗保险条款,安联,,0.9443
Tier4 可缓,1,TaiPing太平财产保险有限公司银行卡盗刷保险（2022版,太平,,0.9453
Tier4 可缓,1,中美联泰大都会人寿保险有限公司附加豁免保险费长期重大疾病保险-产品条款,中美联泰,,0.9462
Tier4 可缓,1,安联附加安康守护意外伤害医疗保险条款,安联,,0.9472
Tier4 可缓,1,中华联合财产保险股份有限公司城乡居民综合保障保险（社会综合治理专用）附加农机盗抢保险2023-07-14条款,其他,2023-07-14,0.9481
Tier4 可缓,1,TaiPing关爱女性重大疾病保险（互联网专属）条款,TaiPing,,0.9491
Tier4 可缓,1,PICC人保寿险一般意外伤害保险（互联网专属）_产品条款,PICC,,0.95
Tier4 可缓,1,PICC人保寿险境外团体意外伤害保险_产品条款,PICC,,0.9509
Tier4 可缓,1,《泰康上海医保账户意外伤害医疗保险》产品条款,泰康,,0.9519
Tier4 可缓,1,《泰康法定节假日交通工具意外伤害保险》产品条款,泰康,,0.9528
Tier4 可缓,1,中华财险工程机械设备保险（2015版）附加高压电路碰触保险2022-09-29条款,中华财险,2022-09-29,0.9538
Tier4 可缓,1,中华联合财产保险股份有限公司附加旅游出行人员随身财产保险2022-09-29条款,其他,2022-09-29,0.9547
Tier4 可缓,1,中华财险起重机械财产保险2022-09-29条款,中华财险,2022-09-29,0.9557
Tier4 可缓,1,安联附加安顺随心意外伤害保险条款,安联,,0.9566
Tier4 可缓,1,中华联合财产保险股份有限公司附加第三者责任保险（2022版）2023-07-14条款,其他,2023-07-14,0.9575
Tier4 可缓,1,中华联合财产保险股份有限公司工程机械设备保险附加设备自身损失扩展保险条款2021-12-07条款,其他,2021-12-07,0.9585
Tier4 可缓,1,中美联泰大都会人寿保险有限公司附加健康随心Ⅲ多次给付疾病保险-产品条款,中美联泰,,0.9594
Tier4 可缓,1,TaiPing公众责任保险条款（2019版）,TaiPing,,0.9604
Tier4 可缓,1,中华联合财产保险股份有限公司财产一切险附加临时移动条款（2023版）2023-10-16条款,其他,2023-10-16,0.9613
Tier4 可缓,1,中华财险卫星发射及初始运行保险2021-01-29条款,中华财险,2021-01-29,0.9623
Tier4 可缓,1,中华财险工程机械设备保险（2015版）附加转运期间财产损失保险2022-09-29条款,中华财险,2022-09-29,0.9632
Tier4 可缓,1,中美联泰大都会人寿保险有限公司附加都会随行两全保险-产品说明书,中美联泰,,0.9642
Tier4 可缓,1,中华财险住房出租财产保险附加管道破裂及水渍保险条款2020-01-19条款,中华财险,2020-01-19,0.9651
Tier4 可缓,1,中美联泰大都会人寿保险有限公司都会传家（2018）终身寿险（分红型）-产品条款,中美联泰,,0.966
Tier4 可缓,1,中华联合财产保险股份有限公司家庭财产综合保险（2015 版）附加宁波市水位线特约保险条款2022-02-08条款,其他,2022-02-08,0.967
Tier4 可缓,1,TaiPing太平财产保险有限公司意外伤害保险附加猝死保险（互联网专属）条款,太平,,0.9679
Tier4 可缓,1,安联安顺意外伤害保险条款,安联,,0.9689
Tier4 可缓,1,《泰康新生活境内旅行救援医疗保险》（停用）产品条款,泰康,,0.9698
Tier4 可缓,1,TaiPing个人人身意外伤害保险（互联网专属）条款,TaiPing,,0.9708
Tier4 可缓,1,PICC人保寿险优享生活年金保险（分红型）_产品条款,PICC,,0.9717
Tier4 可缓,1,PICC人保寿险团体定期寿险（B款）_产品条款,PICC,,0.9726
Tier4 可缓,1,中美联泰大都会人寿保险有限公司附加都会无忧交通意外伤害保险-产品条款,中美联泰,,0.9736
Tier4 可缓,1,TaiPing太平财产保险有限公司公共交通工具乘客意外伤害保险（互联网专属2022版）,太平,,0.9745
Tier4 可缓,1,《泰康C款团体定期寿险》条款产品条款,泰康,,0.9755
Tier4 可缓,1,TaiPing全国职业院校学生实习责任保险统保示范项目职业院校学生实习责任保险附加实习无过失责任保险条款（A款）,TaiPing,,0.9764
Tier4 可缓,1,安联安顺宝贝少儿意外伤害保险条款,安联,,0.9774
Tier4 可缓,1,PICC人保寿险团体意外伤害保险（B款）_产品条款,PICC,,0.9783
Tier4 可缓,1,TaiPing太平财产保险有限公司建筑施工行业安全生产责任保险（2021 版）条款,太平,,0.9792
Tier4 可缓,1,中华财险退役军人自主创业企业财产保险条款2020-01-19条款,中华财险,2020-01-19,0.9802
Tier4 可缓,1,安联附加安赢锦绣教育金年金保险（分红型）条款,安联,,0.9811
Tier4 可缓,1,中华财险工程机械设备保险（2015版）附加扩展拖运期间保险2022-09-29条款,中华财险,2022-09-29,0.9821
Tier4 可缓,1,中美联泰大都会人寿保险有限公司团体意外伤害保险（G款）-产品条款,中美联泰,,0.983
Tier4 可缓,1,PICC人保寿险团体长期补充医疗保险（A款）_产品条款,PICC,,0.984
Tier4 可缓,1,《泰康健康有约终身重大疾病保险J款》产品条款,泰康,,0.9849
Tier4 可缓,1,TaiPing个人住院医疗费用保险（互联网专属2021-D版）条款,TaiPing,,0.9858
Tier4 可缓,1,TaiPing住院医疗费用保险（互联网专属2021-C版）条款,TaiPing,,0.9868
Tier4 可缓,1,TaiPing个人住院医疗费用保险（互联网专属2022-A版）,TaiPing,,0.9877
Tier4 可缓,1,安联团体（2014）交通工具意外伤害保险条款,安联,,0.9887
Tier4 可缓,1,中华财险火箭、卫星发射第三者责任保险2021-01-29条款,中华财险,2021-01-29,0.9896
Tier4 可缓,1,中美联泰大都会人寿保险有限公司附加都会宝贝特定疾病保险-产品条款,中美联泰,,0.9906
Tier4 可缓,1,中华财险住房出租财产保险条款2020-01-19条款,中华财险,2020-01-19,0.9915
Tier4 可缓,1,中华财险燃气用户财产保险2022-09-29条款,中华财险,2022-09-29,0.9925
Tier4 可缓,1,TaiPing公共交通工具乘客意外伤害保险（互联网专属2021-A款）条款,TaiPing,,0.9934
Tier4 可缓,1,中华联合财产保险股份有限公司水利工程运营期财产综合保险（2023版）2023-11-22条款,其他,2023-11-22,0.9943
Tier4 可缓,1,中华财险起重机械财产保险附加转运、移动期间财产损失保险2022-09-29条款,中华财险,2022-09-29,0.9953
Tier4 可缓,1,TaiPing太平财产保险有限公司个人人身意外伤害保险（互联网专属2022版）条款,太平,,0.9962
Tier4 可缓,1,onsale 5,其他,,0.9972
Tier4 可缓,1,安联臻爱优选（成人版）重大疾病保险条款,安联,,0.9981
Tier4 可缓,1,中美联泰大都会人寿保险有限公司安享健康重大疾病保险-产品条款,中美联泰,,0.9991
Tier4 可缓,1,中华联合财产保险股份有限公司企业财产类保险附加建造临时栅墙费用保险条款2021-12-07条款,其他,2021-12-07,1.0
